timestamp,ZAR100k, ZAR200k, ZAR300k, ZAR500k, ZAR1m
1642946176287,0.013256886710693,0.0169885068784255,0.0178924801254632,0.0186156587230932,0.0191580426713154
1642946286511,0.0130072014373006,0.016738039199665,0.0176418353112748,0.0183648722005629,0.0189071498675286
1642946411033,0.0141595312237162,0.0178960374846286,0.018801335594328,0.0195255740820877,0.0200687529479069
1642946958904,0.014035066477516,0.0177702142563514,0.0186751018902438,0.0193990119973579,0.0199419445776932
1642947217467,0.0139100612325556,0.0176438487629789,0.0185483255134486,0.0192719069138243,0.0198145929641058
1642947355498,0.0131464489699218,0.0168771829660528,0.0177808981885519,0.0185038703665514,0.0190460995000508
1642948151721,0.0123819571309736,0.01610963471838,0.0170125877495784,0.0177349501745367,0.0182767219932556
1642948210428,0.014363566089092,0.0180976927505196,0.0190021313015274,0.0197256821423337,0.0202683452729384
1642949524735,0.0163531955388037,0.0200937974850091,0.0209997276044631,0.0217244717000262,0.0222680297716984
1642951209908,0.0167627733585749,0.020505687399214,0.0214122502874055,0.0221375005979589,0.0226814383308738
1642951340367,0.0160108756707313,0.0197510218204848,0.020656914303979,0.0213816282907744,0.0219251637808708
1642951810911,0.0152589779828876,0.0189963562417559,0.0199015783205523,0.0206257559835898,0.0211688892308677
1642952711136,0.0152743319212967,0.01901175319203,0.0199169844666025,0.0206411694862605,0.0211843082510039
1642953610886,0.015289686846822,0.0190271511326463,0.0199323916037388,0.0206565839806132,0.0211997282632688
1642954511021,0.0149797582940483,0.0187160675846021,0.0196210270328101,0.0203449945913765,0.0208879702603015
1642955410574,0.0146698089097428,0.0184049631369492,0.0193096415465626,0.0200333842742535,0.0205761913200215
1642956310463,0.0150123423131807,0.0187486053725252,0.0196535385906309,0.0203774851651157,0.020920445095979
1642957210278,0.0153551241120935,0.0190924968153257,0.0199976850292507,0.0207218356003909,0.0212649485287455
1642958111326,0.0153357704311345,0.0190730636728655,0.0199782318973267,0.0207023664768962,0.0212454674115727
1642959011269,0.0153164159902022,0.0190536297679478,0.0199587780023729,0.0206828965899128,0.0212259855305674
1642961710917,0.01514019739035,0.0188767108559296,0.0197816848002264,0.020505663955664,0.0210486483222421
1642962610875,0.0149639352959332,0.0186997483072071,0.0196045479285747,0.0203283876256686,0.020871267398489
1642963511042,0.0151565687404958,0.018892928693645,0.019797846117706,0.0205217800569548,0.0210647305113913
1642964411024,0.0153493510862519,0.0190862584678815,0.0199912938069295,0.020715322078168,0.0212583432815967
1642965311173,0.0151129960078102,0.0188490235211589,0.019753844863093,0.02047770193664,0.0210205947418003
1642966210882,0.0148766296559857,0.0186117772642129,0.0195163846005311,0.0202400704695855,0.0207828348713763
1642967110709,0.0142661796545214,0.0179989725995964,0.0189029998964581,0.0196262217339473,0.0201686381120643
1642968010470,0.0136554142627094,0.0173858515139449,0.0182892985334995,0.0190120561491427,0.0195541243608754
1642968910107,0.0141515522013795,0.0178835912105848,0.0187874058685915,0.0195104575949971,0.0200527463898013
1642969811236,0.0146482222109179,0.0183818647168863,0.0192860474146059,0.0200093935727814,0.020551903191413
1642970710809,0.0145093773533242,0.0182424790138556,0.01914652802535,0.0198697672345454,0.0204121966414419
1642971610491,0.0143705125871187,0.0181030733371523,0.0190069886474074,0.0197301208956113,0.0202724700817642
1642972510317,0.0145811743963016,0.0183129232065458,0.0192164982605045,0.0199393583036713,0.0204815033360464
1642973410955,0.0147934251641462,0.018524367227277,0.0194276032232488,0.0201501920200264,0.0206921336176096
1642974310636,0.0134755532001458,0.0172026274061796,0.0181050155442506,0.0188269260547076,0.0193683589375502
1642975210311,0.0112831989936286,0.0150014344352871,0.0159016122598703,0.0166217545195368,0.0171618612142865
1642976111013,0.0110693122482908,0.0147867152294943,0.015686687346036,0.0164066650392691,0.0169466483091938
1642977010668,0.0107071996010593,0.0144235526917618,0.0153232961276624,0.0160430908763833,0.0165829369379238
1642977910134,0.0108512686007232,0.0145682361703083,0.0154681360482354,0.0161880559505769,0.016727995877333
1642978811030,0.0111492613006388,0.0148673463677349,0.0157675187689099,0.01648765668985,0.0170277601305546
1642979710812,0.0106994440387764,0.0144160938056201,0.0153159385185866,0.0160358142889594,0.0165757211167392
1642980610429,0.0104039213404605,0.0141196400376518,0.015019273423317,0.0157389801318495,0.0162787601632486
1642981510148,0.0105139300288659,0.0142310930732039,0.0151311703130519,0.0158512321049307,0.0163912784488394
